PID     Executable Path                                                                                                                                                                  
28338   /System/Library/PrivateFrameworks/CoreAccessoriesFeatures.framework/XPCServices/ACCMediaLibraryFeature.xpc/ACCMediaLibraryFeature                                                
28340   /private/var/containers/Bundle/Application/1B7A6BAD-5632-4977-9ECD-CBC60F975251/Music.app/Music                                                                                  
28344   /System/Library/PrivateFrameworks/AppIntentsLiveEntitySupport.framework/XPCServices/AppIntentsLiveEntityService.xpc/AppIntentsLiveEntityService                                  
28348   /System/Library/Frameworks/MusicKit.framework/Support/musicd                                                                                                                     
28351   /usr/libexec/lskdP7d                                                                                                                                                             
28352   /usr/libexec/fpassetmanagerd                                                                                                                                                     
28354   /usr/libexec/findmybeaconingd                                                                                                                                                    
28358   /usr/libexec/nanoregistrylaunchd                                                                                                                                                 
28359   /System/Library/PrivateFrameworks/People.framework/peopled                                                                                                                       
28361   /private/var/containers/Bundle/Application/F6003707-55BC-4664-9724-55611CE2B7E7/ChatGPT.app/PlugIns/Widgets.appex/Widgets                                                        
28405   /usr/libexec/bluetoothuserd                                                                                                                                                      
28406   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28407   /usr/libexec/uarpd                                                                                                                                                               
28423   /usr/libexec/assetsubscriptiond                                                                                                                                                  
28426   /private/var/containers/Bundle/Application/2D8BFEAD-9E3D-4B1C-A815-F2BDC84462ED/WhatsApp.app/PlugIns/ServiceExtension.appex/ServiceExtension                                     
28437   /usr/libexec/misagent                                                                                                                                                            
28439   /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenterRootHelper                                                                                                  
28440   /usr/libexec/remoted                                                                                                                                                             
28470   /System/Library/Frameworks/ExtensionFoundation.framework/XPCServices/extensionkitservice.xpc/extensionkitservice                                                                 
28501   /System/Library/Frameworks/AdAttributionKit.framework/Support/attributionkitd                                                                                                    
28503   /usr/libexec/batteryintelligenced                                                                                                                                                
28507   /System/Library/Frameworks/ManagedAppDistribution.framework/Support/managedappdistributiond                                                                                      
28515   /System/Library/Frameworks/StoreKit.framework/Support/storekitd                                                                                                                  
28521   /usr/libexec/PerfPowerServices                                                                                                                                                   
28524   /System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/featureaccessd                                                                                             
28526   /usr/libexec/ProxiedCrashCopier                                                                                                                                                  
28533   /usr/libexec/tursd                                                                                                                                                               
28534   /System/Library/PrivateFrameworks/PairedSync.framework/Support/pairedsyncd                                                                                                       
28539   /usr/libexec/feedbackd                                                                                                                                                           
28540   /usr/libexec/mlhostd                                                                                                                                                             
28542   /System/Library/PrivateFrameworks/HomeEnergyDaemon.framework/Support/homeenergyd                                                                                                 
28548   /System/Library/PrivateFrameworks/AppleMediaDiscovery.framework/PlugIns/AMDEngagementExtension.appex/AMDEngagementExtension                                                      
28552   /usr/libexec/remotepairingdeviced                                                                                                                                                
28553   /usr/libexec/managedassetsd                                                                                                                                                      
28556   /private/var/containers/Bundle/Application/48F69D80-A22D-486F-831A-6B744AEFD5E8/Weather.app/PlugIns/WeatherWidget.appex/WeatherWidget                                            
28559   /Applications/MomentsUIService.app/MomentsUIService                                                                                                                              
28575   /usr/libexec/mmaintenanced                                                                                                                                                       
28576   /System/Library/PrivateFrameworks/IntelligenceTasksEngine.framework/Support/intelligencetasksd                                                                                   
28577   /usr/libexec/powerdatad                                                                                                                                                          
28580   /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd                                                                                                   
28582   /private/preboot/Cryptexes/OS/System/Library/PrivateFrameworks/SafariFoundation.framework/XPCServices/SafariConfigurationSubscriber.xpc/SafariConfigurationSubscriber            
28583   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/PasscodeSettingsSubscriber                                               
28584   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedAppsSubscriber.xpc/ManagedAppsSubscriber                                                         
28585   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/ManagementTestSubscriber                                                   
28586   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/InteractiveLegacyProfilesSubscriber                             
28587   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/NetworkExtensionSubscriber.xpc/NetworkExtensionSubscriber                                               
28588   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/AccountSubscriber.xpc/AccountSubscriber                                                                 
28589   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/SecuritySubscriber                                                               
28590   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/WatchEnrollmentSubscriber.xpc/WatchEnrollmentSubscriber                                                 
28591   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/SoftwareUpdateSubscriber                                                   
28592   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedSettingsSubscriber.xpc/ManagedSettingsSubscriber                                                 
28593   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ASConfigurationSubscriber.xpc/ASConfigurationSubscriber                                                 
28594   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ExtensibleSSOSubscriber.xpc/ExtensibleSSOSubscriber                                                     
28595   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/DeviceConfigurationSubscriber.xpc/DeviceConfigurationSubscriber                                         
28596   /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/LegacyProfilesSubscriber                                                   
28597   /System/Library/PrivateFrameworks/SiriAppIntentsRuntime.framework/siriappintentsd                                                                                                
28600   /System/Library/PrivateFrameworks/HealthContent.framework/healthcontentd                                                                                                         
28601   /System/Library/PrivateFrameworks/ActivitySharingServices.framework/activitysharingd                                                                                             
28603   /usr/libexec/crash_mover                                                                                                                                                         
28605   /usr/libexec/tipsd                                                                                                                                                               
28606   /usr/libexec/swtransparencyd                                                                                                                                                     
28607   /System/Library/Frameworks/Security.framework/XPCServices/TrustedPeersHelper.xpc/TrustedPeersHelper                                                                              
28608   /private/var/containers/Bundle/Application/19BED9FF-22E7-49A7-9F95-425F1E702AF4/Tips.app/PlugIns/TipsWidget.appex/TipsWidget                                                     
28609   /private/var/containers/Bundle/Application/19BED9FF-22E7-49A7-9F95-425F1E702AF4/Tips.app/PlugIns/TipsSpotlightIndex.appex/TipsSpotlightIndex                                     
28611   /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing                                                                               
28614   /System/Library/CoreServices/EscrowSecurityAlert.app/EscrowSecurityAlert                                                                                                         
28615   /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd                                                                                                  
28618   /usr/libexec/coreduetd                                                                                                                                                           
28621   /Applications/Screen Time.app/PlugIns/ScreenTimeWidgetExtension.appex/ScreenTimeWidgetExtension                                                                                  
28626   /System/Library/PrivateFrameworks/ActivityAwardsServices.framework/activityawardsd                                                                                               
28627   /private/var/containers/Bundle/Application/B661700F-6DEF-4487-BE2B-EF0BFA5CE7AC/Runner.app/Runner                                                                                
28628   /usr/libexec/amfid                                                                                                                                                               
28629   /System/Library/PrivateFrameworks/Categories.framework/XPCServices/CategoriesService.xpc/CategoriesService                                                                       
28630   /System/Library/PrivateFrameworks/FitnessIntelligenceDaemonCore.framework/fitnessintelligenced                                                                                   
28632   /System/Library/PrivateFrameworks/FitnessIntelligenceDaemonCore.framework/XPCServices/FitnessIntelligenceSnapshotService.xpc/FitnessIntelligenceSnapshotService                  
28636   /System/Library/PrivateFrameworks/FitnessIntelligenceDaemonCore.framework/XPCServices/FitnessIntelligenceGLPService.xpc/FitnessIntelligenceGLPService                            
28637   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28638   /System/Library/ExtensionKit/Extensions/PrivateMLClientInferenceProviderService.appex/PrivateMLClientInferenceProviderService                                                    
28641   /System/Library/PrivateFrameworks/PerfPowerServicesReader.framework/XPCServices/PerfPowerTelemetryReaderService.xpc/PerfPowerTelemetryReaderService                              
28644   /System/Library/PrivateFrameworks/HealthAlgorithms.framework/XPCServices/DayStreamProcessorService.xpc/DayStreamProcessorService                                                 
28645   /System/Library/PrivateFrameworks/HealthAlgorithms.framework/XPCServices/HistoricalAnalyzerService.xpc/HistoricalAnalyzerService                                                 
28648   /private/var/containers/Bundle/Application/F6AB4F30-8667-4C72-976E-A1D9238CD8CA/Health.app/PlugIns/HealthCycleTrackingWidgetExtension.appex/HealthCycleTrackingWidgetExtension   
28655   /Applications/MediaRemoteUI.app/MediaRemoteUI                                                                                                                                    
28656   /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/intents_helper                                                                                       
28665   /private/var/containers/Bundle/Application/3194F54D-FA46-49E3-8DDC-38F6B5E9058F/INDmoney.app/INDmoney                                                                            
28666   /Applications/LocalAuthenticationUIService.app/LocalAuthenticationUIService                                                                                                      
28667   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentExtension.appex/com.apple.WebKit.WebContent                                                       
28668   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/GPUExtension.appex/com.apple.WebKit.GPU                                                                     
28669   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/NetworkingExtension.appex/com.apple.WebKit.Networking                                                       
28670   /System/Library/Frameworks/BrowserEngineKit.framework/XPCServices/BrowserEngineKit.Intermediary.xpc/BrowserEngineKit.Intermediary                                                
28671   /System/Library/Frameworks/Metal.framework/XPCServices/MTLCompilerService.xpc/MTLCompilerService                                                                                 
28672   /System/Library/Frameworks/Metal.framework/XPCServices/MTLCompilerService.xpc/MTLCompilerService                                                                                 
28674   /System/Library/PrivateFrameworks/NanoSystemSettings.framework/nanosystemsettingsd                                                                                               
28675   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28676   /System/Library/CoreServices/ShortcutsActions.app/Extensions/ShortcutsTopHitsExtension.appex/ShortcutsTopHitsExtension                                                           
28677   /System/Library/Frameworks/Contacts.framework/Support/postersyncd                                                                                                                
28678   /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/intents_helper                                                                                       
28679   /System/Library/PrivateFrameworks/CallHistory.framework/Support/callhistoryd                                                                                                     
28682   /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/intents_helper                                                                                       
28683   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentExtension.appex/com.apple.WebKit.WebContent                                                       
28684   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28685   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28686   /System/Library/PrivateFrameworks/IMTransferServices.framework/IMTransferAgent.app/IMTransferAgent                                                                               
28688   /System/Library/PrivateFrameworks/AppIntentsLiveEntitySupport.framework/XPCServices/AppIntentsLiveEntityService.xpc/AppIntentsLiveEntityService                                  
28689   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28691   /usr/libexec/tailspind                                                                                                                                                           
28693   /System/Library/PrivateFrameworks/PairedUnlock.framework/pairedunlockd                                                                                                           
28696   /System/Library/PrivateFrameworks/NanoAppRegistry.framework/Support/nanoappregistryd                                                                                             
28697   /Applications/ReplayKitAngel.app/ReplayKitAngel                                                                                                                                  
28700   /usr/libexec/online-auth-agent                                                                                                                                                   
28701   /usr/libexec/seputil                                                                                                                                                             
28703   /System/Library/Frameworks/PassKit.framework/PlugIns/PassKitEngagementExtension.appex/PassKitEngagementExtension                                                                 
28705   /usr/libexec/corerepaird                                                                                                                                                         
28706   /usr/libexec/magicswitchd                                                                                                                                                        
28707   /System/Library/PrivateFrameworks/SetupAssistant.framework/budd                                                                                                                  
28708   /System/Library/ExtensionKit/Extensions/GenerativeExperiencesSafetyInferenceProvider.appex/GenerativeExperiencesSafetyInferenceProvider                                          
28709   /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/TGOnDeviceInferenceProviderService                                                              
28712   /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent                                                                                                 
28713   /usr/libexec/uarpassetmanagerd                                                                                                                                                   
28715   /System/Library/PrivateFrameworks/UARPAssetManager.framework/XPCServices/UARPAssetManagerServiceMobileAsset.xpc/UARPAssetManagerServiceMobileAsset                               
28718   /usr/libexec/sharereportingd                                                                                                                                                     
28719   /usr/libexec/driverkitd                                                                                                                                                          
28720   /System/Library/PrivateFrameworks/CoreAccessoriesFeatures.framework/XPCServices/ACCFeatureAudioProductService.xpc/ACCFeatureAudioProductService                                  
28721   /System/Library/PrivateFrameworks/CoreSpeech.framework/XPCServices/CoreSpeechXPC.xpc/CoreSpeechXPC                                                                               
28722   /usr/libexec/seserviced                                                                                                                                                          
28723   /System/Library/PrivateFrameworks/FontServices.framework/XPCServices/UserFontManager.xpc/UserFontManager                                                                         
28724   /private/var/containers/Bundle/Application/A80E612A-2BE2-4196-A023-2907EE28B331/Bumble.app/Bumble                                                                                
28725   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentExtension.appex/com.apple.WebKit.WebContent                                                       
28726   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/GPUExtension.appex/com.apple.WebKit.GPU                                                                     
28727   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/NetworkingExtension.appex/com.apple.WebKit.Networking                                                       
28728   /System/Library/Frameworks/BrowserEngineKit.framework/XPCServices/BrowserEngineKit.Intermediary.xpc/BrowserEngineKit.Intermediary                                                
28729   /usr/libexec/fairplaydeviceidentityd                                                                                                                                             
28730   /usr/libexec/lockdownd                                                                                                                                                           
28731   /usr/libexec/SensorKitALSHelper                                                                                                                                                  
28738   /private/var/containers/Bundle/Application/E7E153E0-220F-4706-BBD9-914FEBB33B2E/Superset.app/Superset                                                                            
28741   /private/var/containers/Bundle/Application/F6003707-55BC-4664-9724-55611CE2B7E7/ChatGPT.app/PlugIns/NotificationServiceExtension.appex/NotificationServiceExtension              
28742   /System/Library/PrivateFrameworks/CallAudioServiceClient.framework/XPCServices/CallAudioService.xpc/CallAudioService                                                             
28743   /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd                                                                                       
28744   /System/Library/Frameworks/CallKit.framework/XPCServices/com.apple.CallKit.CallDirectory.xpc/com.apple.CallKit.CallDirectory                                                     
28745   /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/XPCServices/MessagesBlastDoorService.xpc/MessagesBlastDoorService                                           
28747   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterService.xpc/AudioConverterService                                                                    
28748   /System/Library/Frameworks/Speech.framework/XPCServices/localspeechrecognition.xpc/localspeechrecognition                                                                        
28749   /Applications/WidgetRenderer_Activities.app/WidgetRenderer_Activities                                                                                                            
28750   /Applications/InCallService.app/PlugIns/InCallActivitiesExtension.appex/InCallActivitiesExtension                                                                                
28754   /Applications/InCallService.app/PlugIns/InCallActivitiesExtension.appex/InCallActivitiesExtension                                                                                
28755   /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd                                                                                                              
28758   /System/Library/PrivateFrameworks/CallIntelligence.framework/callintelligenced                                                                                                   
28759   /System/Library/Frameworks/Speech.framework/XPCServices/localspeechrecognition.xpc/localspeechrecognition                                                                        
28767   /private/var/containers/Bundle/Application/0B86819B-B73A-4958-B635-28E77A674D59/MobileSMS.app/MobileSMS                                                                          
28768   /System/Library/PrivateFrameworks/SensorKitHelper.framework/XPCServices/com.apple.SensorKit.SKMediaEventsHelper.xpc/com.apple.SensorKit.SKMediaEventsHelper                      
28769   /System/Library/PrivateFrameworks/BusinessChatService.framework/businessservicesd                                                                                                
28770   /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/XPCServices/MessagesBlastDoorService.xpc/MessagesBlastDoorService                                           
28775   /usr/libexec/NANDTaskScheduler                                                                                                                                                   
28791   /System/Library/PrivateFrameworks/HRTFEnrollment.framework/XPCServices/HRTFEnrollmentService.xpc/HRTFEnrollmentService                                                           
28794   /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd                                                                                                     
28795   /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/com.apple.FaceTime.FTConversationService                 
28796   /System/Library/Frameworks/Speech.framework/XPCServices/localspeechrecognition.xpc/localspeechrecognition                                                                        
28797   /System/Library/Frameworks/CallKit.framework/XPCServices/com.apple.CallKit.CallDirectoryMaintenance.xpc/com.apple.CallKit.CallDirectoryMaintenance                               
28798   /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/XPCServices/MessagesBlastDoorService.xpc/MessagesBlastDoorService                                           
28807   /System/Library/Frameworks/CoreTelephony.framework/Support/CTParser.framework/XPCServices/CTParserService.xpc/CTParserService                                                    
28808   /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/XPCServices/UnknownSendersBlastDoorService.xpc/UnknownSendersBlastDoorService                               
28809   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28810   /private/var/containers/Bundle/Application/0B86819B-B73A-4958-B635-28E77A674D59/MobileSMS.app/PlugIns/MessagesAssistantExtension.appex/MessagesAssistantExtension                
28811   /System/Library/PrivateFrameworks/CoreLocationTiles.framework/XPCServices/TilesService.xpc/TilesService                                                                          
28813   /private/var/containers/Bundle/Application/5D894B7B-42BB-4E8D-903D-B4E2D37C4784/Maps.app/PlugIns/GeneralMapsWidget.appex/GeneralMapsWidget                                       
28820   /usr/libexec/momentsd                                                                                                                                                            
28821   /private/var/containers/Bundle/Application/66907C23-2E09-4195-AD89-B82A75D2DAB4/MobileSafari.app/MobileSafari                                                                    
28823   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/NetworkingExtension.appex/com.apple.WebKit.Networking                                                       
28824   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/GPUExtension.appex/com.apple.WebKit.GPU                                                                     
28826   /System/Library/Frameworks/BrowserEngineKit.framework/XPCServices/BrowserEngineKit.Intermediary.xpc/BrowserEngineKit.Intermediary                                                
28827   /private/preboot/Cryptexes/OS/System/Library/PrivateFrameworks/SafariShared.framework/XPCServices/com.apple.Safari.SearchHelper.xpc/com.apple.Safari.SearchHelper                
28832   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentExtension.appex/com.apple.WebKit.WebContent                                                       
28833   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentExtension.appex/com.apple.WebKit.WebContent                                                       
28834   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentExtension.appex/com.apple.WebKit.WebContent                                                       
28835   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28837   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentEnhancedSecurityExtension.appex/com.apple.WebKit.WebContent.EnhancedSecurity                      
28838   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentEnhancedSecurityExtension.appex/com.apple.WebKit.WebContent.EnhancedSecurity                      
28839   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/NetworkingExtension.appex/com.apple.WebKit.Networking                                                       
28840   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/GPUExtension.appex/com.apple.WebKit.GPU                                                                     
28841   /System/Library/PrivateFrameworks/CoreSVG.framework/PlugIns/com.apple.CoreSVG.thumbnail.appex/com.apple.CoreSVG.thumbnail                                                        
28842   /System/Library/PrivateFrameworks/CascadeSets.framework/XPCServices/SetStoreUpdateService.xpc/SetStoreUpdateService                                                              
28843   /usr/libexec/textcontextd                                                                                                                                                        
28844   /usr/libexec/ciphermld                                                                                                                                                           
28845   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentEnhancedSecurityExtension.appex/com.apple.WebKit.WebContent.EnhancedSecurity                      
28846   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/NetworkingExtension.appex/com.apple.WebKit.Networking                                                       
28853   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/NetworkingExtension.appex/com.apple.WebKit.Networking                                                       
28854   /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/TGOnDeviceInferenceProviderService                                                              
28855   /private/var/containers/Bundle/Application/DCA4454C-B111-442E-AA2F-9A7EDE202080/Twitter.app/PlugIns/TwitterNotificationServiceExtension.appex/TwitterNotificationServiceExtension
28856   /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/intents_helper                                                                                       
28857   /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/intents_helper                                                                                       
28858   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentEnhancedSecurityExtension.appex/com.apple.WebKit.WebContent.EnhancedSecurity                      
28859   /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/intents_helper                                                                                       
28861   /private/var/containers/Bundle/Application/3194F54D-FA46-49E3-8DDC-38F6B5E9058F/INDmoney.app/PlugIns/NotificationService.appex/NotificationService                               
28862   /System/Library/ExtensionKit/Extensions/ImageThumbnailExtension.appex/ImageThumbnailExtension                                                                                    
28863   /System/Library/ExtensionKit/Extensions/Notification.appex/Notification                                                                                                          
28864   /System/Library/PrivateFrameworks/ThumbnailsBlastDoorSupport.framework/XPCServices/ThumbnailsBlastDoorService.xpc/ThumbnailsBlastDoorService                                     
28874   /private/preboot/Cryptexes/OS/System/Library/ExtensionKit/Extensions/WebContentExtension.appex/com.apple.WebKit.WebContent                                                       
28875   /usr/libexec/notification_proxy                                                                                                                                                  
28876   /System/Developer/usr/libexec/dtdeviceinfod                                                                                                                                      
28877   /usr/libexec/mobile_assertion_agent                                                                                                                                              
28878   /usr/libexec/logd_helper                                                                                                                                                         
28879   /usr/libexec/mobile_storage_proxy                                                                                                                                                
28880   /System/Developer/usr/libexec/dtappserviced                                                                                                                                      
